346663	Estoy de acuerdo contigo hasta cierto punto.
347364	No nos importa lo que él haga.
347365	¿De quién fue idea eso?
347374	Ellos tienen ahora tres hijos.
347385	¿Qué has dicho?
347394	Ella tiene problemas de dinero.
347445	Creo que él tiene razón.
347493	No tengo nada de dinero.
347529	Yo estaba de acuerdo con su plan.
347537	No entiendo lo que quieres decir.
354499	¡Qué buena suerte!
354948	Todos igual.
355003	¿Le importa si me siento aquí?
356068	¿En este sitio?
356076	¿Cuál es nuestro coche?
356721	Ya es hora de dormir.
356725	Puedes hablar con él.
356733	Él puede hacer ese trabajo.
356829	No sé qué hacer.
357535	Tenemos mucha agua.
357564	Pasó mucho, mucho tiempo.
358477	Hoy es mi día.
359475	La familia está toda bien.
359482	No pasa nada.
359501	Él fue allí solo.
359505	Ella lleva algo en la mano.
359704	¿Sigue bien tu familia?
359723	Gracias por su ayuda.
359734	Sí, yo también lo creo.
359748	No puedes hacer eso ahora.
359962	¡Oh! Hoy es mi día.
360159	¿Él está de acuerdo con el plan?
360353	¿Te va bien el nuevo trabajo?
360399	Por este camino no se puede pasar.
360412	Yo trabajo en esta empresa.
376608	No sé.
378279	Estoy de acuerdo.
382058	¡Gracias!
395877	Yo sé tu nombre.
397730	No sé qué tipo de persona es él.
398602	Yo sé dónde está ella.
401189	¿Cómo va todo?
403913	¡Buenos días!
409565	Él tiene otro hijo.
412635	Buena pregunta.
412671	¿Qué tengo que llevar?
415940	¿Qué está pasando?
427036	¡Hasta luego!
431745	Quiero saber quién viene con nosotros.
431901	Peor es nada.
431975	Hola.
431994	Es tarde.
432129	Te creo.
432132	Es el de mi hermano.
436434	Estoy seguro.
439704	Yo creo en Dios.
439831	¿Qué tiempo hizo ayer?
442198	¿Dónde está tu casa?
445784	Tengo tres veces más dinero que vosotros.
449313	Creo en ti.
449319	¿Hay algo importante?
449322	¡Arriba las manos!
455952	Estoy bien.
459170	Ya no le quiero.
460405	¿Me quieres?
461761	¿Cuál es el lugar más bonito del mundo?
463426	"¿Puedes hacerlo en una semana?" "Eso creo."
475649	La quiero mucho.
477942	Hoy no, mañana sí.
477947	Hace tres días que no le veo.
479757	¿Qué hacen por la tarde?
480050	Se hace tarde, me tengo que ir.
482531	¿Por qué estás tan feliz?
482540	¿No tengo la razón?
482556	Él tiene mucho dinero.
482580	Me tengo que ir ahora.
482581	Ya están aquí.
482585	Es muy tarde ahora.
482894	Ya pasó lo peor.
483010	Todos estamos de acuerdo contigo.
483374	Está muy bien.
483468	¿Cómo se llama esta calle?
483740	Eso no fue mi culpa.
485684	Tu plan parece mejor que el mío.
490693	Necesito algo para un niño.
497572	Te quiero mucho.
497582	Te quiero tanto...
497617	Él les dijo que se lo había pasado muy bien.
497626	Todavía puedo ver la cara de mi madre.
502043	¡Están entre nosotros!
502092	¿Esto es amor?
503235	¿Ella es tu hermana?
504457	¿Qué no tienes?
505773	Nunca digas nunca.
505787	Ahora no tengo ganas de salir.
505823	Me gusta dormir.
506053	Él es su amigo.
506775	Es más difícil de lo que crees.
507086	Él puede venir.
507139	Lo sé todo.
507295	Él no tiene que hacer eso.
507312	No tienes dinero.
508421	Tengo un hermano.
508611	¿Es ella su hermana?
509628	"¿En qué estás pensando?" "En nada..."
509960	¿Cómo se llama tu hija?
511286	Ya no eres ningún niño.
512334	¿En qué estás pensando?
512351	¿Qué te gusta?
512424	No te preocupes por mí.
512427	No puedo hacerlo.
513073	Ven aquí ahora mismo.
513391	No creo que ella esté en casa.
514267	Si tú no vas, yo tampoco.
514290	Hay un tiempo para todo.
514850	No estoy de acuerdo.
514875	¿Cuánto dinero lleva usted encima?
515901	¡Oh! ¿En serio?
519499	¿Qué falta?
521051	Él tiene dos años más que yo.
521899	Dos por dos son cuatro.
521900	Él es mi padre.
521938	¡No puedo más!
522352	Él tiene tres años menos que papá.
522353	Aquí estamos.
522765	Él dijo: "son las nueve."
522794	¿Qué tiene ella?
522878	Nunca estoy de acuerdo con él.
523508	Le vi.
523907	No me importa lo que diga la gente.
524379	No puede ser verdad.
524564	¿No tienes nada que hacer?
524569	Quiero ir contigo.
524618	La vida es cada vez más cara.
524686	No te preocupes por tu trabajo.
524754	Me haces feliz.
524775	¿Tengo que hacerlo otra vez?
526346	No tengo mucho tiempo.
528432	Es feliz.
528477	Si quieres, puedes ir.
528492	¿Tienes coche?
529068	Ella me dijo "te quiero".
529542	"¿En serio?" "Sí, en serio."
529597	Ningún otro hombre podría hacer mi trabajo.
530516	Pero yo quiero un coche.
530553	¿Dónde está mi coche?
530655	¿Eres nuevo?
530660	Es una gran idea.
531463	Lo vi.
531726	Ella parece haber sido feliz.
531793	Alguien lo sabe.
531797	Todo el mundo lo sabe.
532537	Estás en mi camino.
532542	¿Qué crees que estaba haciendo?
532546	Ella no quiere hablar de eso.
532556	Quiero que me digas la verdad.
532790	¿Qué quieres ahora?
533054	Hoy tengo muchas cosas que hacer.
534078	"¿Tienes algún hermano?" "No, soy hijo único."
534813	Ella dijo: "soy muy feliz".
535045	Soy muy feliz.
535195	Déjame ver.
535236	¡Hola! ¿Qué tal?
535237	¡Hola! ¿Cómo estás?
535238	¡Hola! ¿Qué tal estás?
535827	Te gusta, ¿verdad?
536176	Sólo lo he visto una vez.
536243	Cuando yo tenía 10 años mi hermano se fue de casa.
536310	Ella no me ha dicho su nombre.
536440	Diez años es mucho tiempo.
536541	El dinero no lo es todo.
536572	No es culpa mía.
537304	¡Lo has hecho!
537805	"¿Quién es?" "Soy yo."
537820	Todo va bien.
537850	Quiero hablar con tu tío.
538673	Ella tiene mucho trabajo que hacer.
538758	No estoy seguro de quién es.
539387	Claro. ¿Qué puedo hacer?
539448	Él viene aquí dos veces por semana.
540000	Papá no está en casa.
540290	Todavía me acuerdo de la primera vez.
540325	Parece estar muy feliz.
540422	¿Quién te crees que soy?
541119	¿Por qué lo he hecho?
541291	Vamos niños, es hora de dormir.
541300	Él era muy feliz.
541328	¿Quién es?
541418	Bonito día, ¿verdad?
541826	No tengo tanto dinero como crees.
541839	No te preocupes por nosotros.
541891	Necesito su ayuda.
541892	¿Cómo los quieres?
543369	Mi padre tiene cincuenta años.
543384	Tengo otra hermana.
543386	Ella me hizo una pregunta.
544057	Lo que dices no tiene sentido.
544073	Ni lo sé ni me importa.
544092	No entiendo lo que quiere decir.
544266	Él es una buena persona.
544288	Hoy me siento mejor.
544300	Ella es mi primer amor.
544301	Él es mi primer amor.
544312	¿Te gusta tu nuevo trabajo?
545189	Ni idea.
545197	¿Por qué lo has hecho?
545542	¿Qué me pasa?
545556	Tú también, hijo mío.
545566	Él no está en casa, ¿verdad?
545574	De ninguna manera.
545616	Hoy estamos en casa.
545941	Estoy bastante seguro de eso.
546704	¿Qué eres?
546952	Tengo dinero.
546953	Tengo algo de dinero.
547096	Creo que estás en el buen camino.
547160	Por cierto, ¿de dónde eres?
549314	Tengo un trabajo para vosotros.
549321	Tengo un coche.
549362	¿Puedo decir algo?
549511	Me gusta estar solo.
549512	Me gusta estar sola.
550492	No me acuerdo.
551894	Puede que le haya pasado algo.
553304	Pienso en ti todo el tiempo.
554035	Perdón por llegar tarde.
557921	¡Aquí está él!
558373	¿Estás hablando conmigo?
558416	¿Te lo has pasado bien?
558437	Para empezar, ¿quién es ese hombre?
558580	Eso es todo lo que puedo decir en este momento.
558593	No sé de dónde viene.
558657	Lo siento, no tengo ni idea.
558718	¡Oh, te vas mañana!
558972	¿Cuál de ellos es tu hermano?
560546	Espera aquí un momento, por favor.
561943	Esto es todo lo que sé de él.
562144	¿Quién es ese hombre?
562549	Lo siento, pero no puedo ir contigo.
562623	El primer paso es el más difícil.
563647	¿Qué está haciendo?
564120	No la he visto desde el mes pasado.
564463	Somos sus hijos.
564579	Ella se fue sin decir nada.
567272	Mi padre nada muy bien.
567278	Es una buena pregunta.
567894	Le vi hace tres años.
567999	No estoy seguro de poder ir con vosotros.
568090	No necesito tu ayuda.
568762	Siempre que la veo me acuerdo de su madre.
568763	Cada vez que la veo me acuerdo de su madre.
569312	Sólo pienso en ti.
569323	No ha venido nadie.
569370	¿Cómo van las cosas?
570250	Mi madre no está siempre en casa.
570326	Mi madre tiene dos años más que mi padre.
570583	No quiero salir esta tarde.
570958	¡Feliz día de la madre!
570960	Mañana es el día de la madre.
571781	No entiendo por qué no ha dicho la verdad.
571783	No entiendo por qué no dijo la verdad.
571819	Ella tiene cinco años.
571837	Cinco es menos que ocho.
571848	Ella le hizo feliz.
572197	Aquí viene.
573345	Mi tía es mayor que mi madre.
573733	Él será un buen marido.
574252	Me gustaría tomar algo.
574280	Cada vez que te veo, pienso en tu madre.
574297	¿Por qué has venido aquí?
574321	¿Con quién quieres hablar?
574322	¿Con quién quiere usted hablar?
574334	¿Cuál es el problema?
574470	No estoy seguro de tener tiempo para eso.
575546	No vale mucho.
576214	Sé que no sé nada.
576365	De tal padre, tal hijo.
576366	Como el padre, así el hijo.
576373	¡Eh! ¿Qué hay de nuevo?
576615	Lo entiendo.
576618	¿Cómo están todos?
576636	Venga con nosotros.
576666	Di siempre la verdad.
576684	¿Eres de aquí?
577791	Sí, claro.
578874	¡Es el mejor trabajo del mundo!
578898	¿Podemos hablar?
578930	¿No eres feliz?
578931	¿No estás feliz?
580315	¿Tenéis uno?
580333	Creo que tienes razón.
580334	Creo que tenéis razón.
580512	¿Cuánto dinero quieres?
580513	¿Cuánto dinero quiere?
580602	Tú eres el único para mí ahora.
580617	Chicos, me tengo que ir.
580711	De eso nada.
580839	¿Estás bien?
580845	¿Eres nuevo aquí?
580848	¿Todavía estás por aquí?
580899	¿Puedo hacer algo?
581100	Me siento mejor hoy que ayer.
582012	Es mejor que nada.
582319	Necesito ayuda.
582490	Creo que lo entiendo.
586557	Su hermana mayor es más grande que mi hermano mayor.
587292	Ellos ya están aquí.
588050	Esta casa es mía.
589010	Todo está claro.
589014	Nunca hago la cama.
589178	Él lo hizo por el dinero.
589241	Después de ti.
589243	Tú primero.
589244	Usted primero.
589689	No puedo hacer el trabajo solo.
589690	No puedo hacer el trabajo sola.
589970	No tengo ningún amigo con el que hablar de mis problemas.
590621	Tengo mucho por hacer.
590622	Tengo mucho que hacer.
590659	Él nada mejor que yo.
590825	El hombre que ves allí es mi tío.
590966	¿Qué ha pasado aquí?
592340	Ella es mi hermana mayor.
592504	Tú no has visto nada.
592601	Mi madre no puede venir.
592621	¿Dónde está mi sitio?
592625	Le di mucho trabajo.
593412	Son las dos de la tarde.
594635	Ella no es lo que parece.
595513	¿En qué mes estamos?
596034	Ella sólo es una niña normal.
596049	Mi madre tiene cinco años más que mi padre.
596273	Él tiene ocho años.
599237	Se está haciendo tarde.
600133	Por favor, espera un poquito.
600203	Puedes hacerlo, ¿no?
600205	Puedes hacerlo, ¿verdad?
601659	No puedo estar más de acuerdo.
602554	Tu casa es grande.
606089	Hoy me siento peor que ayer.
606779	Algo es algo.
608392	¿Ves lo que quiero decir?
608396	Estoy contigo.
608635	¿Todo está bien?
609761	No puedo hablar.
611070	Él mismo fue allí.
611073	Quiero tener un amigo.
611125	Voy allí todos los años.
611134	¿Qué quieres hacer hoy?
611274	Yo tampoco sé qué hacer.
611345	Era de noche.
612904	No es tan fuerte como antes.
612905	Él todavía no lo sabe, pero ya está muerto.
613093	¿Qué está haciendo ella?
614452	No veo nada.
614455	Aquí siempre pasa algo.
614460	Ya no lo necesito.
614748	Un amigo de todos no es amigo de nadie.
614753	Mi hermana no dijo "Hola".
614763	Tenemos dos niños.
615563	Me acuerdo de todo.
616027	Ella está mucho mejor hoy que ayer.
616137	Su casa está por aquí.
618537	¿Cómo puedes decir algo así?
618538	¿Siempre estás en casa por la tarde?
618539	¿Siempre está en casa por la tarde?
618540	¿Siempre estáis en casa por la tarde?
618541	¿Siempre están en casa por la tarde?
618647	Como aquí.
618701	¿Cuál es el tipo de cambio de hoy?
618725	No soy.
618801	Eso es cierto.
618802	Eso es verdad.
618952	¿Cuándo te vas?
619201	No tienes que venir aquí todos los días.
619209	Tienes que venir conmigo.
619617	¡Soy el hombre más feliz del mundo!
619649	¿Qué es esa cosa?
620247	Me gustaría salir con ella.
620785	Sigue el ejemplo de tu hermana.
623416	Él siempre se toma su tiempo para todo lo que hace.
623478	No me siento bien aquí.
623782	Déjame trabajar en paz.
623851	Soy tan feliz.
623853	Estoy tan feliz.
623861	No pasó nada.
624033	No sé qué hacer primero.
624890	¿Tienes una pregunta?
625745	Este trabajo me lleva por todo el mundo.
625756	¿Qué estás haciendo ahora?
625854	Hoy no es mi día.
627075	Soy feliz.
627312	¿Qué te pasó ayer?
628241	Estamos de acuerdo.
629005	¿Dónde pasó?
629980	Soy más que feliz.
631044	Hay algo que no entiendo.
631462	¿Quién está ahí?
631473	¿Cómo lo haces?
631757	No me gusta nada.
631773	Sólo estoy pensando en ti.
633246	Es sólo un niño.
633431	No me llevo bien con ese tipo.
637016	Lo que fácil viene, fácil se va.
637468	Es bueno para ese trabajo.
637477	Tiene tres años menos que yo.
638274	Hasta aquí todo bien.
639349	La vida es así.
639361	Le di la mano.
639362	Ella dijo "mira".
640447	Todo había pasado tan rápido.
640848	Aquí estoy yo solo.
641029	Tengo mucho dinero.
642179	Cuanto más, mejor.
642180	El dinero no lo es todo, pero si no tienes dinero no puedes hacer nada.
642185	No tengo tiempo ni dinero.
643585	Me gustaría ir contigo pero no tengo dinero.
645711	¿Entonces quién?
649862	El problema es que el niño nunca hace lo que se le dice.
649959	¡Cada vez mejor!
651386	No creo en Dios.
651680	Tengo 19 años.
651701	Todavía no ha venido. Puede que le haya pasado algo.
652691	¿No crees que sé lo que la gente dice de mí?
652985	Nadie lo sabía.
652986	Nadie me dijo nada.
653046	¿Qué tienes hoy para comer?
655268	Una semana tiene siete días.
656059	No la he visto en años.
656129	¿Hasta qué hora?
656222	Le dijo que la quería.
656349	Como de todo.
656383	Lo importante no es lo que haces, sino la manera en que lo haces.
656867	No entiendo nada de lo que estás diciendo.
656872	Estoy un poco ido.
656874	¿Por qué no lo has dicho antes?
659096	¿Dónde estoy?
659625	El coche estaba como nuevo.
659663	¿Cuál es el mío?
659664	¿Cuál es la mía?
660241	Puede que ella venga mañana.
660245	Tal vez ella venga mañana.
661450	¿Crees que no sé lo que está pasando?
664590	No puedo pensar en nada.
665772	Me voy en una hora.
667054	No te entiendo.
667213	¿Quiere comer?
667224	¿Qué dijo ella?
668553	Si no tienes nada que decir, no digas nada.
671740	¿Dónde están los chicos?
672140	He dejado lo mejor para el final.
672173	Nadie quiere eso.
672923	¿Es todo?
672997	Eso no fue nada.
673002	¿Eso es todo lo que tienes?
673011	Yo también voy.
673012	Yo también me voy.
673022	Tenemos un problema.
675190	¿Eres como ella?
678831	Yo no estoy de acuerdo con él.
679758	¿Qué estás pensando?
679791	Dime lo que quieres.
683885	Estoy hablando por teléfono.
683887	Yo tampoco puedo.
684311	¿Sabe que le quieres?
685487	¿Vamos juntos?
685497	¿Tienes dinero?
686932	Él habla rápido.
688374	Tengo 27 años.
690056	¿Esto es lo que quieres?
690141	Ella no tiene mucho dinero.
690755	Me gustaría saber su nombre.
691006	¡Sé tú mismo!
691079	Allí no hay nada.
693764	¿Quieres venir con nosotros?
693813	Un poco más fuerte.
693815	Lo hizo todo ella sola.
693832	¿Me puedes dejar solo, por favor?
693870	Ahora estoy muy feliz.
696545	¿Dónde está él?
696562	¡Pero te gusta!
700266	¿Qué haces esta noche?
702558	Me lo he estado pensando.
702604	Ella no me dijo su nombre.
702617	¿Por qué me quieres?
703591	¿Cómo de grande?
704253	Es una pregunta difícil.
704320	No puedo hacerlo sin su ayuda.
705206	¿Qué habéis hecho esta semana?
708031	El problema era muy difícil.
708442	Trabajo con él.
709358	Sé por qué lo hizo.
710123	¿Lo has hecho tú solo?
710124	¿Lo has hecho tú sola?
710185	Tú primera.
710227	Hoy estoy mucho mejor que ayer.
712099	¿Quién viene conmigo?
712873	¿Los ha visto?
712874	¿Los has visto?
712878	¿Los habéis visto?
712880	¿Las has visto?
712881	¿Las habéis visto?
716080	No os entiendo.
717412	La historia tiene un final feliz.
718835	Ahora no tengo mucho tiempo.
719749	Te lo he dicho muchas veces.
720463	¿Por qué yo?
721429	Tú también puedes venir conmigo.
721652	Ella no fue ayer.
721815	¿Quieres que yo haga ese trabajo?
721973	El agua es importante para las personas.
722356	No quiero ir solo.
722357	No quiero ir sola.
722388	Es importante para mí.
722462	Eres mejor que yo.
723101	¿Sabes el camino?
723997	Sólo le vi una vez.
723998	Sólo le he visto una vez.
724228	No tengo dinero.
726493	Quiero algo de dinero.
726555	Estoy pensando en ti.
726563	Él no está aquí, ¿verdad?
726763	Mira, ahí viene tu madre.
727651	Hago esto por ti.
727840	Mira esa casa.
727857	Eso no puede ser verdad.
727885	Siempre ha sido así.
728373	Está hablando por teléfono.
728469	No hay que pensar así.
728909	¡De ninguna manera!
729392	¿Puedes venir un momento?
730325	¿Cómo lo sabes?
731169	¿En qué estáis pensando?
731175	Tengo una idea.
731546	Quiero comer.
731584	Su historia es verdad en parte.
731630	Yo también.
731657	Cuatro por dos son ocho.
731666	Él es mi mejor amigo.
732735	Esto está mucho mejor.
732749	Queda poco por hacer.
735572	Él es más fuerte que tú.
738342	Puede hacerlo.
738392	Lo he hecho yo.
738582	Son las 10 menos 5.
738780	¿Qué ha hecho hoy?
738975	¿Tenéis hijos?
739001	¿Qué han hecho hoy?
739003	¿Qué habéis hecho hoy?
739417	¿Crees en Dios?
740567	Tiene mucho dinero.
740590	¿Hay alguien en casa?
740593	Este problema parece difícil.
740767	Hasta cierto punto estoy de acuerdo contigo.
740772	Tenemos que empezar antes de las cinco.
740932	Vas por buen camino.
741790	Ella es una persona tranquila.
741929	De hecho no lo sabía.
742125	Sólo entonces me di cuenta.
742165	¿Tienes diez años?
742380	Está en un lugar seguro.
742403	¿Dónde hay un teléfono?
742426	Es mi hermana mayor.
742445	No quiero comer ahora.
742488	Me acuerdo de lo que dijo.
742494	Es para ti.
743042	No puedo comer más.
743068	¿Es verdad?
743327	¿Dónde vamos esta noche?
743330	¿Algo va mal?
743339	Hoy tengo tiempo.
743359	Estoy de acuerdo con él.
743393	Tiene dos años más que yo.
743395	No tiene una casa donde vivir.
743607	¿De qué quiere hablar?
743649	Él está en casa hoy.
743848	Será un buen marido.
743865	Hoy hace bueno.
743883	Me gusta.
744389	¿En qué está usted pensando?
744667	Quiero mucho más.
744691	No puedes salir.
744758	¿Me estás hablando?
744878	Él es mi mejor amigo. Es como si fuera mi hermano.
745138	Alguien me lo dijo.
745581	¿No lo crees?
745607	Sé dónde está ella.
745627	Tengo miedo de ir solo.
745629	Yo dije eso.
746407	Cada uno hace lo que le parece.
746563	No sé dónde está.
746873	No creo que él tenga razón.
747356	Lo siento, me tengo que ir.
747589	Soy una mujer.
747768	Todavía no lo sé.
748672	Este cuerpo no tiene vida.
748792	¿Quieres decir que yo tenía razón?
750190	Nunca había visto tanto dinero.
750433	Cuanto más tienes, más quieres.
751810	Ella tiene cinco años menos que yo.
751828	Tengo muchas cosas que hacer.
751833	Tiene tres años menos que papá.
751876	Es de mi padre.
751884	¡Qué idea más buena!
751914	No sabía que ella estaba mala.
752255	Estaba solo en la casa.
752263	Tu coche es rápido, pero el mío todavía más.
752844	Lo que dijo no era verdad.
752908	Vale.
753501	¿No quiere comer?
754024	Todo el mundo está de acuerdo contigo.
754040	¿Qué hace?
754375	¿Estás?
754386	Dime cuándo empezar.
754628	¡Él está aquí!
754641	El padre es bueno.
755898	No tenía ni idea de quién era.
755931	No puedo estar de acuerdo contigo.
757859	¿Tienes un plan?
758002	Nadie sabía dónde estaba.
758003	Nadie sabía dónde estaba ella.
758546	Espera aquí un poco.
760003	Ningún problema.
761877	Me gusta su coche.
761894	¿Sabes cómo llegar?
763143	¿Qué quiere hacer él?
768635	Ahora no está aquí.
768638	¿Cómo está tu mujer?
769352	No tengo miedo.
769488	¿Puedes ir con nosotros?
769725	No sabe quién soy.
769745	Nadie sabe la verdad.
769841	Lo siento por ella.
769887	¿En qué están pensando?
770209	Su madre no quería hacerlo.
770905	Él está solo.
771832	Ahora tengo treinta años.
771890	¿Tienes algo que decir?
771900	No estoy seguro.
772486	Este hombre está muerto.
772519	Le vi hace poco.
774137	Todo el mundo sabe su nombre.
775526	Es un poco como su padre.
775692	¿Cómo es que no lo sabes?
776396	¿Es cierto?
776444	Eso también es cierto.
776632	Nunca me había sentido así de bien.
776635	Me siento muy feliz.
777871	¿Hay algo que tenga que hacer?
777875	Dijo que era feliz.
778603	¡Oh! ¿Qué es esto?
778607	Tienen que trabajar 8 horas al día.
778609	No hay nada tan importante como la paz.
778742	No lo dije en serio.
778960	Ahora no tengo tiempo.
779885	No puedo.
781040	Soy un hombre.
781319	Él no es nada.
781342	Ya no es un niño.
783228	Ella no está aquí.
783246	No quiero ir contigo.
784962	Déjame entrar.
785237	Él es un amigo de mi hermano.
785751	Tenemos que hacer más que ayer.
786162	¡No hay problema!
786163	¡Sin problemas!
789186	No entiendo muy bien lo que dice.
789620	Pienso que lo que dices es verdad.
790255	Vamos.
790370	¡Ha venido!
790451	No estoy de acuerdo con que vaya sola allí.
790543	Por favor déjame ir.
791069	La chica no hizo nada de lo que había dicho.
791087	Todo lo demás está bien.
791706	Este no me gusta.
792977	Eso espero.
793018	Puedes ir allí.
793037	¿Le crees?
793046	Lo que dices es cierto.
793301	Tenemos que empezar de una vez.
794365	Tiene que tener más de 80 años.
794406	Mi amigo tiene una gran familia.
795710	Este CD es mío.
795711	No lo he dicho.
795830	¡Ven conmigo!
795900	¿Qué tengo que hacer?
795902	Ella tiene que ir allí.
795903	Ella debe ir allí.
795930	¿Qué hay de nuevo?
796865	Le tienes miedo.
796866	Le tenéis miedo.
796867	Le tiene miedo.
796868	Le tienen miedo.
797251	No digas eso.
798981	Él es muy rápido.
800003	Me gustaría saber si es verdad.
800806	Dicen que ha muerto.
800808	Se dice que ha muerto.
802910	Fue muy bonito.
802911	Era muy bonito.
803361	No quiero hablar sobre el tiempo.
803406	No lo vi.
803449	¿Te gusta estar solo?
803450	¿Te gusta estar sola?
803453	¿Le gusta estar solo?
803454	¿Le gusta estar sola?
803583	¿Qué te gusta comer?
803643	De acuerdo.
805564	¿Has visto mi nuevo coche?
808098	No me gusta cómo habla.
809974	El problema es que no tenemos bastante dinero.
811189	Casi.
815329	¿Pero cómo pueden hacerlo?
816283	Creo que estamos de acuerdo.
817793	Mi hermano no tiene dinero.
822120	Esto es nuevo.
825103	Lo hizo él mismo.
825569	Trabajo aquí.
831645	Lo siento mucho.
834653	Sé que sabes que lo sé.
838837	Es muy importante.
840723	¿Cuánto dinero tiene?
840830	Todo el mundo está de acuerdo con vosotros.
840847	No se puede vivir sin agua.
841736	Todo pasa por una razón.
842006	¿Tenéis muchos amigos?
842007	¿Tiene muchos amigos?
842009	¿Tienen muchos amigos?
843289	Dos más dos son cuatro.
844004	Él no lo sabía.
844325	¿Lo sabes?
844934	Era muy difícil.
845632	Lo digo en serio.
845836	Te quiero más que nadie.
849552	Va por mal camino.
849798	¿Eres feliz?
849993	El problema es que no tenemos mucho dinero.
849995	"¿Cómo estás?" "Bien, gracias."
850004	Es cierto.
850006	Adiós.
850020	Te ves como tu padre hace treinta años.
850481	Es mejor no decir nada ni de él ni de ella.
851039	Espero que sea bueno.
851580	¿Quieres algo de comer?
853331	¿Me puede decir la hora?
853502	Esto es muy bueno.
853560	El hombre más feliz del mundo soy yo.
853570	No hay vida sin agua.
853655	Mi hermana tiene un trabajo.
853660	Quiero algo para comer.
853696	Ella no es una buena persona.
853697	Él no es una buena persona.
853713	Tengo una casa.
853715	Yo no soy bueno.
853719	¿Tú tienes un hijo?
853800	Yo quería hablar contigo sobre esto.
